EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
874640,TALLAHATCHIE CO.,SUMNER,1/11/2020,426,Tornado, ,0,0,0,50000,0,MS,CST-6, ,145635,C,135,MEG,0,0,NWS Storm Survey, ,2.24,100,2,WNW,2,N,SUMNER,33.9798,-90.4099,34.0013,-90.3807,"The tornado developed just east of Highway 49E, approximately 2.4 miles west-northwest of Sumner, causing damage to a grain bin. Moving to the northeast, the tornado damaged a barn and derailed 30 train cars near Tutwiler Road. Sporadic tree damage was observed along the path. Peak winds were estimated at 80 mph. A total of 30 homes were damaged by straight-line winds and this tornado on this date across mainly western sections of Tallahatchie County.","A cold season quasi-linear convective system (QLCS) moved across the Mid-South during the overnight and early morning hours Saturday, January 11, 2020. Strong southerly winds drew unseasonably warm, moist air northward into the region ahead of a cold front. Early morning temperatures were in the upper 60s and lower 70s with dewpoints in the upper 60s. This aided in the development of uncapped surface-based instability that was more than sufficient to maintain the QLCS. A strengthening  shortwave trough was lifting northeastward across the Ozarks during the event resulting in strengthing wind fields and ample wind shear.  The QLCS evolved into a Line Echo Wave Pattern (LEWP) with several persistent mesovortices across north Mississippi and a few transient mesovortices farther north into west Tennessee. Widespread damaging wind was observed across the entire County Warning Area (CWA) along with 13 tornadoes. In addition to the severe weather potential, heavy rainfall was a noted threat. Isolated flash flooding did occur with this system.",144
874679,TATE CO.,ARKABUTLA,1/11/2020,442,Tornado, ,0,0,0,10000,0,MS,CST-6, ,145635,C,137,MEG,0,0,NWS Storm Survey, ,3.53,200,0,SSW,3,NE,ARKABUTLA,34.6979,-90.1309,34.7301,-90.0827,The tornado touched down near the Arkabutla community and damaged trees then tracked northeast across Arkabutla lake and crossed into DeSoto County.  One home suffered minor damage.,"A cold season quasi-linear convective system (QLCS) moved across the Mid-South during the overnight and early morning hours Saturday, January 11, 2020. Strong southerly winds drew unseasonably warm, moist air northward into the region ahead of a cold front. Early morning temperatures were in the upper 60s and lower 70s with dewpoints in the upper 60s. This aided in the development of uncapped surface-based instability that was more than sufficient to maintain the QLCS. A strengthening  shortwave trough was lifting northeastward across the Ozarks during the event resulting in strengthing wind fields and ample wind shear.  The QLCS evolved into a Line Echo Wave Pattern (LEWP) with several persistent mesovortices across north Mississippi and a few transient mesovortices farther north into west Tennessee. Widespread damaging wind was observed across the entire County Warning Area (CWA) along with 13 tornadoes. In addition to the severe weather potential, heavy rainfall was a noted threat. Isolated flash flooding did occur with this system.",146
874743,PANOLA CO.,COMO,1/11/2020,504,Tornado, ,0,0,0,100000,0,MS,CST-6, ,145635,C,107,MEG,0,0,NWS Storm Survey, ,5.88,150,4,ESE,2,NW,GLENVILLE,34.5045,-89.8584,34.5539,-89.7744,"The tornado began near County Road 310 and Rooks Road in Panola County, damaging numerous trees as it moved northeast. A few barns sustained significant damage on Partee Road. The tornado then continued into Tate County. The peak winds were estimated at 75 mph. A total of 50 homes were damaged by tornadoes and straight-line winds on this date across Panola County.","A cold season quasi-linear convective system (QLCS) moved across the Mid-South during the overnight and early morning hours Saturday, January 11, 2020. Strong southerly winds drew unseasonably warm, moist air northward into the region ahead of a cold front. Early morning temperatures were in the upper 60s and lower 70s with dewpoints in the upper 60s. This aided in the development of uncapped surface-based instability that was more than sufficient to maintain the QLCS. A strengthening  shortwave trough was lifting northeastward across the Ozarks during the event resulting in strengthing wind fields and ample wind shear.  The QLCS evolved into a Line Echo Wave Pattern (LEWP) with several persistent mesovortices across north Mississippi and a few transient mesovortices farther north into west Tennessee. Widespread damaging wind was observed across the entire County Warning Area (CWA) along with 13 tornadoes. In addition to the severe weather potential, heavy rainfall was a noted threat. Isolated flash flooding did occur with this system.",151
874744,TATE CO.,LOOXAHOMA,1/11/2020,510,Tornado, ,0,0,0,10000,0,MS,CST-6, ,145635,C,137,MEG,0,0,NWS Storm Survey, ,1.37,150,4,SE,3,WSW,TYRO,34.5539,-89.7744,34.5683,-89.7579,The tornado crossed from Panola County into Tate County. A few trees were damaged in Tate County before the tornado lifted near Barlow Road.,"A cold season quasi-linear convective system (QLCS) moved across the Mid-South during the overnight and early morning hours Saturday, January 11, 2020. Strong southerly winds drew unseasonably warm, moist air northward into the region ahead of a cold front. Early morning temperatures were in the upper 60s and lower 70s with dewpoints in the upper 60s. This aided in the development of uncapped surface-based instability that was more than sufficient to maintain the QLCS. A strengthening  shortwave trough was lifting northeastward across the Ozarks during the event resulting in strengthing wind fields and ample wind shear.  The QLCS evolved into a Line Echo Wave Pattern (LEWP) with several persistent mesovortices across north Mississippi and a few transient mesovortices farther north into west Tennessee. Widespread damaging wind was observed across the entire County Warning Area (CWA) along with 13 tornadoes. In addition to the severe weather potential, heavy rainfall was a noted threat. Isolated flash flooding did occur with this system.",152
874745,MARSHALL CO.,CHULAHOMA,1/11/2020,521,Tornado, ,0,0,1,25000,0,MS,CST-6, ,145635,C,93,MEG,0,0,NWS Storm Survey, ,5.85,70,1,ENE,3,NNE,GALENA,34.655,-89.6108,34.6923,-89.5184,"The tornado began near Highway 4 and Muse Road, damaging trees and a couple of manufactured homes. Additional tree damage was observed north of Highway 4 along Mt. Gilead Road and along Old Highway 4 from Yarbough Chapel to McIntyre Church Road. Peak winds were estimated at 80 mph.","A cold season quasi-linear convective system (QLCS) moved across the Mid-South during the overnight and early morning hours Saturday, January 11, 2020. Strong southerly winds drew unseasonably warm, moist air northward into the region ahead of a cold front. Early morning temperatures were in the upper 60s and lower 70s with dewpoints in the upper 60s. This aided in the development of uncapped surface-based instability that was more than sufficient to maintain the QLCS. A strengthening  shortwave trough was lifting northeastward across the Ozarks during the event resulting in strengthing wind fields and ample wind shear.  The QLCS evolved into a Line Echo Wave Pattern (LEWP) with several persistent mesovortices across north Mississippi and a few transient mesovortices farther north into west Tennessee. Widespread damaging wind was observed across the entire County Warning Area (CWA) along with 13 tornadoes. In addition to the severe weather potential, heavy rainfall was a noted threat. Isolated flash flooding did occur with this system.",154
874750,FAYETTE CO.,WILLISTON,1/11/2020,536,Tornado, ,0,0,0,30000,0,TN,CST-6, ,145636,C,47,MEG,0,0,NWS Storm Survey, ,1.98,90,3,SE,4,ESE,WILLISTON,35.1294,-89.3431,35.1463,-89.3148,"This brief tornado developed just west of Duscoe Road southeast of Williston. The tornado uprooted trees and caused minor damage to a residence as it crossed Duscoe Road. Along Ebenezer Loop, the tornado caused minor damage to a mobile home and uprooted trees. The final damage was noted along Mount Pisgah Road. Peak winds were estimated at 80 mph.","A cold season quasi-linear convective system (QLCS) moved across the Mid-South during the overnight and early morning hours Saturday, January 11, 2020. Strong southerly winds drew unseasonably warm, moist air northward into the region ahead of a cold front. Early morning temperatures were in the upper 60s and lower 70s with dewpoints in the upper 60s. This aided in the development of uncapped surface-based instability that was more than sufficient to maintain the QLCS. A strengthening  shortwave trough was lifting northeastward across the Ozarks during the event resulting in strengthing wind fields and ample wind shear.  The QLCS evolved into a Line Echo Wave Pattern (LEWP) with several persistent mesovortices across north Mississippi and a few transient mesovortices farther north into west Tennessee. Widespread damaging wind was observed across the entire County Warning Area (CWA) along with 13 tornadoes. In addition to the severe weather potential, heavy rainfall was a noted threat. Isolated flash flooding did occur with this system.",155
874754,WEAKLEY CO.,HILLSIDE,1/11/2020,558,Tornado, ,0,0,0,15000,0,TN,CST-6, ,145636,C,183,MEG,0,0,NWS Storm Survey, ,0.08,75,2,ESE,2,ESE,HILLSIDE,36.2574,-88.8041,36.2573,-88.8027,A brief tornado touched down destroying outbuildings and sheds. A few trees were knocked down. Peak winds were estimated at 85 mph.,"A cold season quasi-linear convective system (QLCS) moved across the Mid-South during the overnight and early morning hours Saturday, January 11, 2020. Strong southerly winds drew unseasonably warm, moist air northward into the region ahead of a cold front. Early morning temperatures were in the upper 60s and lower 70s with dewpoints in the upper 60s. This aided in the development of uncapped surface-based instability that was more than sufficient to maintain the QLCS. A strengthening  shortwave trough was lifting northeastward across the Ozarks during the event resulting in strengthing wind fields and ample wind shear.  The QLCS evolved into a Line Echo Wave Pattern (LEWP) with several persistent mesovortices across north Mississippi and a few transient mesovortices farther north into west Tennessee. Widespread damaging wind was observed across the entire County Warning Area (CWA) along with 13 tornadoes. In addition to the severe weather potential, heavy rainfall was a noted threat. Isolated flash flooding did occur with this system.",157
874950,LEE CO.,BETHANY,1/11/2020,645,Tornado, ,0,0,0,75000,0,MS,CST-6, ,145635,C,81,MEG,0,0,NWS Storm Survey, ,3.14,100,2,ESE,1,WNW,BALDWYN,34.4938,-88.7007,34.5092,-88.6488,The tornado developed in far northwestern Lee where it damaged trees and several commercial buildings as it crossed Highway 45. The tornado then crossed Highway 370 into Prentiss County.,"A cold season quasi-linear convective system (QLCS) moved across the Mid-South during the overnight and early morning hours Saturday, January 11, 2020. Strong southerly winds drew unseasonably warm, moist air northward into the region ahead of a cold front. Early morning temperatures were in the upper 60s and lower 70s with dewpoints in the upper 60s. This aided in the development of uncapped surface-based instability that was more than sufficient to maintain the QLCS. A strengthening  shortwave trough was lifting northeastward across the Ozarks during the event resulting in strengthing wind fields and ample wind shear.  The QLCS evolved into a Line Echo Wave Pattern (LEWP) with several persistent mesovortices across north Mississippi and a few transient mesovortices farther north into west Tennessee. Widespread damaging wind was observed across the entire County Warning Area (CWA) along with 13 tornadoes. In addition to the severe weather potential, heavy rainfall was a noted threat. Isolated flash flooding did occur with this system.",159
866149,TRIGG CO.,CANTON,1/11/2020,700,Tornado, ,0,0,0,50000,0,KY,CST-6, ,144298,C,221,PAH,0,0,NWS Storm Survey, ,4.18,50,2,NNE,3,SW,CADIZ,36.8321,-87.932,36.8433,-87.8577,The tornado touched down just east of Blue Spring and tracked eastward just north of Blue Spring Road. It continued east northeast to just southwest of Cadiz. Several trees up to 3.5 feet in diameter were snapped and/or uprooted. There were several homes with minor roof damage and one that had moderate roof damage. One metal building had its garage door blown in. A large branch fell on a vehicle at one residence. A carport was shifted off its supports. Peak winds in this tornado were estimated near 85 mph.,"An unseasonably strong storm system impacted the region January 10-11. Heavy rainfall, flooding, scattered damaging winds, tornadoes, and gusty non-thunderstorm winds impacted western Kentucky during this time. The bulk of the event occurred overnight and into the morning hours on the 11th. Rainfall totals ranged from 2 to 5 inches, which resulted in pockets of flash flooding across the region, as well as minor flooding of the Green River. Strong to severe convection over the Ozark Mountains moved east into an environment of very strong wind shear over southeast Missouri, with 850 mb winds near 60 knots. The convection maintained intensity after it crossed the Mississippi River during the early morning hours. Tremendous wind shear (winds of 50 knots down to 1500 feet above ground) and strong forcing associated with a potent 500 mb shortwave compensated for weak instability. Some of the strong winds aloft reached the surface in the form of gradient wind gusts from 40 to around 50 mph. A weak surface low formed along a cold front over southwest Arkansas, then deepened as it tracked northeast across the Missouri Bootheel and into the lower Ohio Valley on the morning of the 11th.",163
866159,CALDWELL CO.,FRIENDSHIP,1/11/2020,712,Tornado, ,0,0,0,50000,0,KY,CST-6, ,144298,C,33,PAH,0,0,NWS Storm Survey, ,4.41,175,2,W,2,SE,CURRY,37.05,-87.78,37.05,-87.7,"Hundreds of trees were snapped or uprooted. Where the tornado crossed State Route 91, one barn was destroyed and another was damaged. Elsewhere along the track, part of a barn roof was tossed across a road, and a house lost some siding. The tornado crossed into Christian County, where it intensified to EF-1.","An unseasonably strong storm system impacted the region January 10-11. Heavy rainfall, flooding, scattered damaging winds, tornadoes, and gusty non-thunderstorm winds impacted western Kentucky during this time. The bulk of the event occurred overnight and into the morning hours on the 11th. Rainfall totals ranged from 2 to 5 inches, which resulted in pockets of flash flooding across the region, as well as minor flooding of the Green River. Strong to severe convection over the Ozark Mountains moved east into an environment of very strong wind shear over southeast Missouri, with 850 mb winds near 60 knots. The convection maintained intensity after it crossed the Mississippi River during the early morning hours. Tremendous wind shear (winds of 50 knots down to 1500 feet above ground) and strong forcing associated with a potent 500 mb shortwave compensated for weak instability. Some of the strong winds aloft reached the surface in the form of gradient wind gusts from 40 to around 50 mph. A weak surface low formed along a cold front over southwest Arkansas, then deepened as it tracked northeast across the Missouri Bootheel and into the lower Ohio Valley on the morning of the 11th.",167
874955,TISHOMINGO CO.,WALKER,1/11/2020,717,Tornado, ,0,0,0,25000,0,MS,CST-6, ,145635,C,141,MEG,0,0,NWS Storm Survey, ,0.72,80,1,SSW,1,S,WALKER,34.816,-88.29,34.822,-88.2796,"This brief tornado caused minor damage to a residence. It also damaged trees and power poles along Highway 72, Highway 172 and County Road 164. Peak winds were estimated at 80 mph.","A cold season quasi-linear convective system (QLCS) moved across the Mid-South during the overnight and early morning hours Saturday, January 11, 2020. Strong southerly winds drew unseasonably warm, moist air northward into the region ahead of a cold front. Early morning temperatures were in the upper 60s and lower 70s with dewpoints in the upper 60s. This aided in the development of uncapped surface-based instability that was more than sufficient to maintain the QLCS. A strengthening  shortwave trough was lifting northeastward across the Ozarks during the event resulting in strengthing wind fields and ample wind shear.  The QLCS evolved into a Line Echo Wave Pattern (LEWP) with several persistent mesovortices across north Mississippi and a few transient mesovortices farther north into west Tennessee. Widespread damaging wind was observed across the entire County Warning Area (CWA) along with 13 tornadoes. In addition to the severe weather potential, heavy rainfall was a noted threat. Isolated flash flooding did occur with this system.",170
869006,SCOTT CO.,FOREST,1/11/2020,933,Tornado, ,0,0,0,30000,0,MS,CST-6, ,143975,C,123,JAN,0,0,NWS Storm Survey, ,2.96,250,0,ENE,3,NE,FOREST,32.3707,-89.4785,32.3988,-89.4403,"This weak tornado began on the northeast side of the city of Forest at Hillsboro Street, where it snapped numerous small to medium softwood tree limbs.  It then moved northeast to Northside Drive, continuing to snap a few small softwood tree limbs. The tornado crossed Mississippi Highway 21 where further snapping of small softwood tree limbs occurred near the intersection of Ephesus Road and Culpepper Road. It lifted after |crossing Culpepper Road, where it caused minor roof damage to a small barn. The estimated peak wind was 75 mph.","A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.",174
870479,CULLMAN CO.,HOLLY POND,1/11/2020,1303,Tornado, ,0,0,0,0,0,AL,CST-6, ,144015,C,43,HUN,0,0,NWS Storm Survey, ,0.21,80,0,N,1,N,HOLLY POND,34.1749,-86.6197,34.1778,-86.619,"A tornado touched down in the Holly Pond community near the center of town. The tornado caused minimal tree and roof damage as it quickly moved through the city. Minor roof damage was caused to the old WaterBrook restaurant, also blowing off siding at this location, and wrapping it around a cell phone tower northeast of the restaurant. From there, the tornado skipped northeast, causing minimal roof damage to the southwest corner of Holly Pond High School, where less than 20% of the roof was damaged, and portions of the awning were also damaged.","A long-lived quasi-linear convective system moved into northwest Alabama between 6 and 9 AM, and gradually tracked east across the remainder of north Alabama through the midday and early afternoon hours.  In advance of the line, strong southerly winds of 30 to 40 mph with gusts over 45 mph were reported.  In some cases, trees and power lines were knocked down with these non-thunderstorm winds.  The line of thunderstorms yielded numerous reports of thunderstorm wind damage, including trees and power lines being knocked down, along with some structural damage.  A few weather stations measured wind gusts of 58 mph or higher as well.  Storm surveys revealed 3 separate tornadoes: 1 EF0 and 1 EF1 in Cullman County,  and 1 EF2 in Marshall County.  Intense rainfall in a short period of time resulted in a few reports of brief flash flooding in northwest Alabama.",176
870483,MARSHALL CO.,ARAB,1/11/2020,1314,Tornado, ,0,0,0,0,0,AL,CST-6, ,144015,C,95,HUN,0,0,NWS Storm Survey, ,1.26,60,3,WSW,2,WSW,ARAB,34.3037,-86.5481,34.3148,-86.5305,The tornado continued rapidly moving north east into Marshall County along Highway 69. The tornado lifted in Hog Jaw in Marshall County at a farm across from the Westside veterinary Hospital where the roof of an outbuilding was taken off.,"A long-lived quasi-linear convective system moved into northwest Alabama between 6 and 9 AM, and gradually tracked east across the remainder of north Alabama through the midday and early afternoon hours.  In advance of the line, strong southerly winds of 30 to 40 mph with gusts over 45 mph were reported.  In some cases, trees and power lines were knocked down with these non-thunderstorm winds.  The line of thunderstorms yielded numerous reports of thunderstorm wind damage, including trees and power lines being knocked down, along with some structural damage.  A few weather stations measured wind gusts of 58 mph or higher as well.  Storm surveys revealed 3 separate tornadoes: 1 EF0 and 1 EF1 in Cullman County,  and 1 EF2 in Marshall County.  Intense rainfall in a short period of time resulted in a few reports of brief flash flooding in northwest Alabama.",178
875802,PAULDING CO.,BROCK,1/11/2020,1652,Tornado, ,0,0,0,50000,0,GA,EST-5, ,145804,C,223,FFC,0,0,NWS Storm Survey, ,2.07,400,1,ESE,0,E,CALIFORNIA,33.9108,-84.7582,33.9191,-84.7236,"A National Weather Service survey team found that an EF0 tornado with maximum wind speeds of 85 mph and a maximum path width of 400 yards touched down north of Hiram along Macland Road just west of Hiram-Acworth Highway. The tornado traveled east-northeast with mostly weak and intermittent damage, the most notable occurring on Cristy Drive where a dozen large trees were snapped or uprooted. One tree fell on the master bedroom of a 2-story home. The tornado continued causing sporadic damage as it moved east-northeast crossing into western Cobb County near the intersection of Poplar Springs Road and Puryear Path. [01/11/20: Tornado #1, County #1/2, EF-0, Paulding/Cobb, 2020:001].",A strong cold front associated with a deep upper-level trough moved through the region. A line of strong to severe thunderstorms ahead of the cold front swept into northwest Georgia during the afternoon and progressed southeastward across north and central Georgia through the late afternoon into the evening before weakening and pushing into south Georgia and the Carolinas during the early morning hours. Numerous reports of damaging thunderstorm winds and a few isolated tornadoes were received.,180
875803,COBB CO.,LOST MTN,1/11/2020,1654,Tornado, ,0,0,0,50000,0,GA,EST-5, ,145804,C,67,FFC,0,0,NWS Storm Survey, ,1.79,400,2,WSW,0,ESE,LOST MTN,33.9191,-84.7236,33.9291,-84.6948,"A National Weather Service survey team found that an EF0 tornado with maximum wind speeds of 85 mph and a maximum path width of 400 yards that touched down north of Hiram in Paulding County moved east-northeast into western Cobb County near the intersection of Poplar Springs Road and Puryear Path. The tornado caused mostly sporadic, weak damage as it crossed Mill creek and Corner Road SW but downed 15 to 20 trees in the Oakleigh subdivision near the intersection of Lost  Mountain Road and Kingsbridge Pass before ending along Oakleigh Manor Drive SW. [01/11/20: Tornado #1, County #2/2, EF-0, Paulding/Cobb, 2020:001].",A strong cold front associated with a deep upper-level trough moved through the region. A line of strong to severe thunderstorms ahead of the cold front swept into northwest Georgia during the afternoon and progressed southeastward across north and central Georgia through the late afternoon into the evening before weakening and pushing into south Georgia and the Carolinas during the early morning hours. Numerous reports of damaging thunderstorm winds and a few isolated tornadoes were received.,181
875805,FANNIN CO.,SWAN,1/11/2020,1724,Tornado, ,0,0,0,250000,0,GA,EST-5, ,145804,C,111,FFC,0,0,NWS Storm Survey, ,3.05,450,2,ESE,1,SSW,MARGRET,34.7415,-84.1414,34.7619,-84.0938,"A National Weather Service survey team found that an EF-1 tornado with peak winds of 100 mph and a maximum path width of 450 yards touched down along Deep Hole |Campground Road south of the Morganton Highway, Georgia Highway 60, and traveled east-northeast along Morganton Highway, intensifying and downing hundreds of trees along the highway. A 40 foot steel radio tower at a Fannin County Fire Station was blown down and at least four homes suffered damage from fallen trees. The tornado weakened and turned northeast along Cooper Creek Road downing sporadic trees before finally dissipating near the Union County line near the Davis Family Cemetery off of Mulky Gap Road. [01/11/20: Tornado #2, County #1/1, EF-1, Fannin, 2020:002].",A strong cold front associated with a deep upper-level trough moved through the region. A line of strong to severe thunderstorms ahead of the cold front swept into northwest Georgia during the afternoon and progressed southeastward across north and central Georgia through the late afternoon into the evening before weakening and pushing into south Georgia and the Carolinas during the early morning hours. Numerous reports of damaging thunderstorm winds and a few isolated tornadoes were received.,182
864269,CLAIBORNE CO.,TAZEWELL,1/11/2020,1755,Tornado, ,0,0,0,0,0,TN,EST-5, ,143977,C,25,MRX,0,0,NWS Storm Survey, ,3.3,30,1,NW,1,NW,TAZEWELL,36.46,-83.58,36.46,-83.58,The tornado initially touched down on Pine Avenue to the northwest of New Tazewell blowing off half of the roof of a barn and uprooting or snapping several trees. The tornado then produced sub-severe damage until it uprooted a large pine tree onto a house on Cherokee Circle and damaged roof shingles and shutters of a house on Linden Street. The house on Linden Street had quarter of the roof shingles peeled off on the southeast corner along with two window shutters blown off the same side. More trees were downed near the end of the tornado path on Murphy Mill Road.,A very strong storm system with powerful wind energy and just enough instability for the formation of a line of showers and thunderstorms moved across the Southern Appalachian Region producing widespread; mainly straight line wind damage.,184
871142,ANDERSON CO.,TOWNVILLE,1/11/2020,2004,Tornado, ,0,0,0,1000,0,SC,EST-5, ,145060,C,7,GSP,0,0,NWS Storm Survey, ,0.44,30,2,SSW,1,SSW,TOWNVILLE,34.55,-82.914,34.554,-82.908,NWS storm survey found a very short weak anticyclonic tornado damage path within a larger area of straight-line wind damage near the Oconee County line south of Townville. The tornado touched down south of Fairplay Rd near Little Beaverdam Creek and tracked NE paralleling the county line before lifting just south of the center of Townville. Multiple trees were uprooted while damage was limited to metal sheeting removed from an outbuilding near the end of the path.,"Multiple lines of thunderstorms developed across the western Carolinas in advance of a cold front during the late afternoon and evening. Some of these lines produced swaths of wind damage along with brief, weak tornadoes across Upstate South Carolina.",185
871143,ANDERSON CO.,TOWNVILLE,1/11/2020,2006,Tornado, ,0,0,0,0,0,SC,EST-5, ,145060,C,7,GSP,0,0,NWS Storm Survey, ,0.27,50,2,ENE,2,ENE,TOWNVILLE,34.583,-82.87,34.586,-82.867,"NWS storm survey found a very short, weak tornado damage path in the Circle Dr area bordering Lake Hartwell. Multiple large softwood trees were uprooted and smaller trees snapped in this area.","Multiple lines of thunderstorms developed across the western Carolinas in advance of a cold front during the late afternoon and evening. Some of these lines produced swaths of wind damage along with brief, weak tornadoes across Upstate South Carolina.",186
871144,ANDERSON CO.,PIEDMONT,1/11/2020,2040,Tornado, ,0,0,0,1000,0,SC,EST-5, ,145060,C,7,GSP,0,0,NWS Storm Survey, ,0.66,160,1,S,1,S,PIEDMONT,34.68,-82.472,34.689,-82.468,"NWS storm survey found the path of a short track, weak tornado south of Piedmont. The tornado touched down just west of Childs Rd and tracked north/northeast along Osteen Hill Rd before lifting along River Hill Ct. Multiple trees were uprooted and small trees snapped along the length of the path. Structural damage was limited to a metal carport that was torn from a house on Smith Dr.","Multiple lines of thunderstorms developed across the western Carolinas in advance of a cold front during the late afternoon and evening. Some of these lines produced swaths of wind damage along with brief, weak tornadoes across Upstate South Carolina.",187
871145,ABBEVILLE CO.,ABBEYVILLE DAVIS ARP,1/11/2020,2040,Tornado, ,0,0,0,1000,0,SC,EST-5, ,145060,C,1,GSP,0,0,NWS Storm Survey, ,1.24,50,6,ENE,7,ENE,ABBEYVILLE DAVIS ARP,34.182,-82.259,34.192,-82.241,"NWS storm survey reported the path of a weak tornado that began off Rivers Way, not far from the Greenwood County line, tracking northeast into Greenwood County just north of Highway 72, along Mill Rd N. Damage was mainly limited to uprooting of large pine trees and snapping of smaller pines, although a warehouse-type building on Highway 72 lost part of its metal roof and had an overhead door bent inward.","Multiple lines of thunderstorms developed across the western Carolinas in advance of a cold front during the late afternoon and evening. Some of these lines produced swaths of wind damage along with brief, weak tornadoes across Upstate South Carolina.",188
871146,GREENWOOD CO.,HARRIS,1/11/2020,2042,Tornado, ,0,0,0,0,0,SC,EST-5, ,145060,C,47,GSP,0,0,NWS Storm Survey, ,1.2,50,3,SW,2,SSW,HARRIS,34.192,-82.24,34.201,-82.222,NWS storm survey reported the path of a weak tornado that moved into Greenwood County from Abbeville County in the area around Mill Rd. Damage was mainly limited to uprooting of large pine trees and snapping of smaller pines.,"Multiple lines of thunderstorms developed across the western Carolinas in advance of a cold front during the late afternoon and evening. Some of these lines produced swaths of wind damage along with brief, weak tornadoes across Upstate South Carolina.",189
871147,GREENWOOD CO.,HARRIS,1/11/2020,2045,Tornado, ,0,0,0,0,0,SC,EST-5, ,145060,C,47,GSP,0,0,NWS Storm Survey, ,0.53,30,1,NW,1,N,HARRIS,34.239,-82.208,34.244,-82.201,NWS storm survey reported the path of a weak tornado that moved into Greenwood County from Abbeville County in the area around Mill Rd. Damage was mainly limited to uprooting of large pine trees and snapping of smaller pines.,"Multiple lines of thunderstorms developed across the western Carolinas in advance of a cold front during the late afternoon and evening. Some of these lines produced swaths of wind damage along with brief, weak tornadoes across Upstate South Carolina.",190
864254,MIAMI CO.,TROY,1/11/2020,2211,Tornado, ,0,0,0,500000,0,OH,EST-5, ,143984,C,109,ILN,0,0,NWS Storm Survey, ,3.1,350,2,SW,1,ENE,TROY,40.0305,-84.2271,40.0545,-84.1776,"The tornado touched down initially in the southwest portions of the city of Troy and moved northeast through the center of the city. It then crossed the Great Miami River before it weakened and lifted in the far northeast portions of the city.||Much of the damage was confined to trees and roofs, both residential and commercial, as the tornado moved through the city. To the west of the Great Miami River, damage was more intermittent and weak in comparison to areas east of the Great Miami River, where more concentrated and significant tree and roof damage was noted. In particular, areas near Troy High School and along and east of North Market Street saw the most concentrated and higher end structural damage to roofing material. This included the far eastern portions of the downtown area which saw several businesses lose all or portions of their roofs.||Damage was tornadic in nature, especially on the east side of the Great Miami River, where convergent tree damage was easily noted before the tornado rapidly weakened as it left the city.  Damage along the path was consistent with wind speeds ranging from 65 to 80 mph, again with the highest wind speeds estimated on the east side of the Great Miami River.","A line of showers and embedded thunderstorms moved quickly east across the Miami Valley during the evening hours. A couple of these storms produced brief, weak tornadoes.",191
864255,MIAMI CO.,FARRINGTON,1/11/2020,2215,Tornado, ,0,0,0,50000,0,OH,EST-5, ,143984,C,109,ILN,0,0,NWS Storm Survey, ,6.34,175,3,E,2,ENE,FLETCHER,40.106,-84.1758,40.1585,-84.0774,"The tornado first touched down on the north side of East Peterson Road, about 4 miles southwest of Fletcher. It then crossed North Union Shelby Road, moved across the Big Woods Reserve, and then moved across the far southeast portions of the town of Fletcher. The tornado lifted about 2 miles northeast of Fletcher in an open field after it removed a portion of a barn roof on Snyder Road.||Damage consisted mainly of broken and snapped off trees and roof damage to barns and outbuildings. Snapped electrical poles were assessed on the east side of Fletcher. Residential structures were impacted either with shingle and soffit removal, or with trees having fallen on them.","A line of showers and embedded thunderstorms moved quickly east across the Miami Valley during the evening hours. A couple of these storms produced brief, weak tornadoes.",192
871199,HORRY CO.,LORIS,1/13/2020,1245,Tornado, ,0,0,0,200000,0,SC,EST-5, ,145073,C,51,ILM,0,0,Official NWS Observations, ,1.21,45,1,ESE,2,E,LORIS,34.0423,-78.8659,34.0492,-78.8464,"The tornado developed near the Loris High School football field|and tracked near the visitor side bleachers and tree line. A mobile|trailer was flipped over and a few pine trees snapped off. The|tornado continued to the east-northeast across the main parking lot,|where it tossed several cars and blew out the windows of dozens of|others. A few tree limbs were broken out as the tornado exited |across Loris Lions Road. It also ripped the metal roof off a large |storage barn near the intersection of Highway 9 and SC-66. About |half a dozen pine trees were snapped as the tornado crossed Campbell |Drive. It dissipated as it entered the forest just north of the cell |tower at the end of Campbell Drive.","A stationary front produced a tornado in Loris, SC.",194
